INFO	Title	PCDC Data Model										
INFO	Name	pcdc_v2.0										
INFO	Release Notes	https://github.com/chicagopcdc/d4cg-modeling/tree/main/pcdc/pcdc/pcdc_v2.0										
INFO	Used By	aml_v2.0, gct_v2.0, hl_v2.0, nbl_v2.0, nrsts_v2.0, rms_v2.0										
INFO	License	Creative Commons Attribution-NonCommercial 4.0 International License (https://creativecommons.org/licenses/by-nc/4.0/)										
INFO	D4CG Data Modeling Wiki	https://docs.pedscommons.org/										
INFO	Description	Each disease group in the PCDC network uses a disease-specific data dictionary as the target schema for their data harmonization efforts. The PCDC data model is the full collection these consensus data elements.										
INFO	Total Variables	409										
												
RowType	VariableName	DataType	Tier	VariableSource	VariableDescription	VariableCode	PermissibleValue	ValueSource	ValueDescription	ValueCode	ImplementationNotes	Mappings
VD	HONEST_BROKER_SUBJECT_ID	String	n/a	hl_v2.0	The identifier assigned to the subject by the honest broker. An individual, organization or system acting for, or on behalf of, a covered entity to collect and provide health information to research investigators in such a manner whereby it would not be reasonably possible for the investigators or others to identify the corresponding patients-subjects directly or indirectly. The honest broker cannot be one of the investigators. The information provided to the investigators by the honest broker may incorporate linkage codes to permit information collation and/or subsequent inquiries (i.e., a "re-identification code"), however the information linking this re- identification code to the patient's identity must be retained by the honest broker and subsequent inquiries are conducted through the honest broker.	ncit:C168949	_undefined_	_undefined_	_undefined_	_undefined_		
VD	AGE_AT_TMP_START	Integer	n/a	hl_v2.0	Age of subject (in days) at the start of the transfusion procedure.	ncit:C172697	_undefined_	_undefined_	_undefined_	_undefined_		
VD	TIME_PERIOD_SUBMITTER_ID	String	n/a	hl_v2.0	This is the SUBMITTER_ID of the time period (defined in the "Time Period" table) during which this observation takes place.		_undefined_	_undefined_	_undefined_	_undefined_		
VD	TYPE	Enum	n/a	hl_v2.0	An infusion or replacement of blood components.	ncit:C173057	_undefined_	_undefined_	_undefined_	_undefined_		
PD							Simple Transfusion	hl_v2.0	Transfusion of blood into the body without removing any of the patient's blood volume.	ncit:C173285		
PD							Other	hl_v2.0	Different than the one(s) previously specified or mentioned.	ncit:C17649		
VD	PRODUCT	Enum	n/a	hl_v2.0	The type of product intended for transfusion.	ncit:C173287	_undefined_	_undefined_	_undefined_	_undefined_		
PD							RBC	hl_v2.0	Red blood cells remaining after separating plasma from human blood, or collected by apheresis.	ncit:C133280		
PD							Platelets	hl_v2.0	Platelets collected from a single donor and suspended in a specified volume of original plasma.	ncit:C133278		
PD							WBC	hl_v2.0	White blood cells intended as source material for further manufacturing use.	ncit:C133281		
PD							Other	hl_v2.0	Different than the one(s) previously specified or mentioned.	ncit:C17649		
VD	PRODUCT_TYPE	Enum	n/a	hl_v2.0	The type of processing that is used on the transfusion product.	ncit:C185655	_undefined_	_undefined_	_undefined_	_undefined_		
PD							Apheresis	hl_v2.0	A procedure that collects a component of the peripheral blood while returning the rest to the donor.	ncit:C15191		
PD							Random	hl_v2.0	Governed by or depending on chance; lacking any definite plan or order or purpose.	ncit:C60702		
PD							Other	hl_v2.0	Different than the one(s) previously specified or mentioned.	ncit:C17649		
VD	NUMBER_UNITS	Integer	n/a	hl_v2.0	The number of units transfused into an individual.	ncit:C185656	_undefined_	_undefined_	_undefined_	_undefined_		
												
												
TD	Late Effects											
TG	Refer to each data dictionary for specific table implementation guidance											
VD	AGE_AT_LE_EVAL	Integer	n/a	hl_v2.0	Age of subject (in days) when the late effect evaluation was performed.	ncit:C185670	_undefined_	_undefined_	_undefined_	_undefined_		
VD	LE	Enum	n/a	hl_v2.0	Any symptom or condition which is a result of a medical intervention but arises months or years after it.	ncit:C4808	_undefined_	_undefined_	_undefined_	_undefined_		
PD							Endocrine Disorder	hl_v2.0	A non-neoplastic or neoplastic disorder that affects the endocrine system. Representative examples of non-neoplastic disorders include diabetes mellitus, hyperthyroidism, and adrenal gland insufficiency. Representative examples of neoplastic disorders include carcinoid tumor, neuroendocrine carcinoma, and pheochromocytoma.	ncit:C3009		
PD							Cardiovascular Disorder	hl_v2.0	A non-neoplastic or neoplastic disorder affecting the heart or the vessels (arteries, veins and lymph vessels). Representative examples of non-neoplastic cardiovascular disorders are endocarditis and hypertension. Representative examples of neoplastic cardiovascular disorders are endocardial myxoma and angiosarcoma.	ncit:C2931		
PD							Musculoskeletal Disorder	hl_v2.0	A non-neoplastic or neoplastic disorder that affects muscles and bones.	ncit:C107377		
PD							Neurological Disorder	hl_v2.0	A non-neoplastic or neoplastic disorder that affects the brain, spinal cord, or peripheral nerves.	ncit:C26835		
PD							Pulmonary Disorder	hl_v2.0	A non-neoplastic or neoplastic disorder affecting the lung. Representative examples of non-neoplastic disorders include chronic obstructive pulmonary disease and pneumonia. Representative examples of neoplastic disorders include benign processes (e.g., respiratory papilloma) and malignant processes (e.g., lung carcinoma and metastatic cancer to the lung).	ncit:C3198		
PD							Fatigue	hl_v2.0	Overall tiredness and lack of energy.	ncit:C3036		
PD							Breast Hypoplasia	hl_v2.0	Underdevelopment of the breast.	ncit:C78222		
PD							Dermatologic Disorder	hl_v2.0	Any deviation from the normal structure or function of the skin or subcutaneous tissue that is manifested by a characteristic set of symptoms and signs.	ncit:C3371		
PD							Xerostomia	hl_v2.0	Dryness of the oral mucosa secondary to a decrease in saliva production, or a change in saliva composition.	ncit:C26917		
PD							Genitourinary Disorder	hl_v2.0	A non-neoplastic or neoplastic disorder that affects the genitourinary system.	ncit:C156660		
PD							Immunologic Disorder	hl_v2.0	A disorder resulting from an abnormality in the immune system.	ncit:C3507		
PD							GI Disorder	hl_v2.0	A non-neoplastic or neoplastic disorder that affects the gastrointestinal tract, anus, liver, biliary system, and pancreas.	ncit:C2990		
PD							Psychiatric Disorder	hl_v2.0	A disorder characterized by behavioral and/or psychological abnormalities, often accompanied by physical symptoms. The symptoms may cause clinically significant distress or impairment in social and occupational areas of functioning. Representative examples include anxiety disorders, cognitive disorders, mood disorders and schizophrenia.	ncit:C2893		
VD	LE_DETAIL	Enum	n/a	hl_v2.0	An in-depth explanation of a health problem that occurs months or years after a disease is diagnosed or after treatment has ended.	ncit:C185686	_undefined_	_undefined_	_undefined_	_undefined_		
PD							Thyroid Disorder	hl_v2.0	A non-neoplastic or neoplastic disorder that affects the thyroid gland. Representative examples include hyperthyroidism, hypothyroidism, thyroiditis, follicular adenoma, and carcinoma.	ncit:C26893		
PD							Gonadal Dysfunction	hl_v2.0	A non-neoplastic or neoplastic disorder that affects the testis or the ovary.	ncit:C26786		
PD							Conduction Abnormality	hl_v2.0	A disorder affecting the conduction system that sends electrical signals in the myocardium.	ncit:C78245		
PD							Arrhythmia	hl_v2.0	Any variation from the normal rate or rhythm (which may include the origin of the impulse and/or its subsequent propagation) in the heart.	ncit:C2881		
PD							Valvular Disease	hl_v2.0	Any heart disorder characterized by a defect in valve structure or function.	ncit:C45525		
PD							Ventricular Dysfunction	hl_v2.0	Impairment of the ventricle to either fill or eject adequately.	ncit:C111655		
PD							Pericarditis	hl_v2.0	An inflammatory process affecting the pericardium.	ncit:C34915		
PD							Vascular Disorder	hl_v2.0	A non-neoplastic or neoplastic disorder affecting the arteries, veins, or lymphatic vessels. Examples include vasculitis, thrombophlebitis, arteriosclerosis, lymphedema, hemangioma, and angiosarcoma.	ncit:C35117		
PD							Hypertension	hl_v2.0	Blood pressure that is abnormally high.	ncit:C3117		
PD							Avascular-Necrosis	hl_v2.0	Tissue death resulting from an interruption to the blood supply.	ncit:C118385		
PD							Osteopenia	hl_v2.0	Decreased calcification or density of bone tissue.	ncit:C50910		
PD							Osteoporosis	hl_v2.0	A condition of reduced bone mass, with decreased cortical thickness and a decrease in the number and size of the trabeculae of cancellous bone (but normal chemical composition), resulting in increased fracture incidence. Osteoporosis is classified as primary (Type 1, postmenopausal osteoporosis; Type 2, age-associated osteoporosis; and idiopathic, which can affect juveniles, premenopausal women, and middle-aged men) and secondary osteoporosis (which results from an identifiable cause of bone mass loss).	ncit:C3298		
PD							Scoliosis	hl_v2.0	A congenital or acquired spinal deformity characterized by lateral curvature of the spine.	ncit:C78603		
PD							Arthritis	hl_v2.0	An inflammatory process affecting a joint. Causes include infection, autoimmune processes, degenerative processes, and trauma. Signs and symptoms may include swelling around the affected joint and pain.	ncit:C2883		
PD							Musculoskeletal Hypoplasia	hl_v2.0	Underdevelopment or incomplete development of the musculoskeletal system.	ncit:C185696		
PD							Neuropathy	hl_v2.0	A disorder affecting the cranial nerves or the peripheral nervous system. It manifests with pain, tingling, numbness, and muscle weakness. It may be the result of physical injury, toxic substances, viral diseases, diabetes, renal failure, cancer, and drugs.	ncit:C4731		
PD							Neurocognitive Functions	hl_v2.0	Having to do with the ability to think and reason. This includes the ability to concentrate, remember things, process information, learn, speak, and understand.	ncit:C94321		
PD							Stroke	hl_v2.0	A sudden loss of neurological function secondary to hemorrhage or ischemia in the brain parenchyma due to a vascular event.	ncit:C3390		
PD							Restrictive Lung Disease	hl_v2.0	Decreased lung volume and inadequate ventilation due to parenchymal lung disorders (e.g., interstitial pulmonary fibrosis) or extrapulmonary disorders (e.g., scoliosis). Patients present with shortness of breath and cough.	ncit:C91762		
PD							Obstructive Lung Disease	hl_v2.0	A chronic and progressive lung disorder characterized by the loss of elasticity of the bronchial tree and the air sacs, destruction of the air sacs wall, thickening of the bronchial wall, and mucous accumulation in the bronchial tree. The pathologic changes result in the disruption of the air flow in the bronchial airways. Signs and symptoms include shortness of breath, wheezing, productive cough, and chest tightness. The two main types of chronic obstructive pulmonary disease are chronic obstructive bronchitis and emphysema.	ncit:C3199		
PD							Reactive Airway Disease	hl_v2.0	Coughing, wheezing, or shortness of breath that is triggered by allergens, infection, or other irritants.	ncit:C113673		
PD							Pigment Changes	hl_v2.0	Abnormal skin pigmentation.	ncit:C124224		
PD							Dryness	hl_v2.0	The lack of natural or normal moisture.	ncit:C25489		
PD							Atrophy	hl_v2.0	Any weakening or degeneration, especially through lack of use.	ncit:C79748		
PD							Contraction	hl_v2.0	The process where thick (myosin) and thin (actin) filaments slide against each other to produce a shortening or tensing of the muscle cell or fiber.	ncit:C30085		
PD							Scarring	hl_v2.0	A permanent mark left on the skin in the process of wound healing.	ncit:C34483		
PD							Telangiectasia	hl_v2.0	Local dilatation of small vessels resulting in red discoloration of the skin or mucous membranes.	ncit:C28194		
PD							Renal Disorder	hl_v2.0	A neoplastic or non-neoplastic condition affecting the kidney. Representative examples of non-neoplastic conditions include glomerulonephritis and nephrotic syndrome. Representative examples of neoplastic conditions include benign processes (e.g., renal lipoma and renal fibroma) and malignant processes (e.g., renal cell carcinoma and renal lymphoma).	ncit:C3149		
